# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.387844848632812500e+01 3.925193023681640625e+01 2.575425720214843750e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.387844848632812500e+01 3.925193023681640625e+01 2.575425720214843750e+02
1.000000000000000000e+03 1.543039549142122269e-02 5.723662972450256348e-01 1.422062873840332031e+00 5.839701843261718750e+01 4.973263666033744812e-02 1.191281223297119141e+01 3.655424499511718750e+01 2.094648838043212891e+00 2.304232978820800781e+01 1.543039549142122269e-02 5.723662972450256348e-01 1.422062873840332031e+00 5.839701843261718750e+01 4.973263666033744812e-02 1.191281223297119141e+01 3.655424499511718750e+01 2.094648838043212891e+00 2.304232978820800781e+01
2.000000000000000000e+03 2.204880863428115845e-02 1.774676442146301270e+00 8.039140701293945312e-01 5.646224594116210938e+01 8.327160961925983429e-03 5.031691074371337891e+00 3.642975234985351562e+01 1.936669111251831055e+00 1.824736595153808594e+01 2.204880863428115845e-02 1.774676442146301270e+00 8.039140701293945312e-01 5.646224594116210938e+01 8.327160961925983429e-03 5.031691074371337891e+00 3.642975234985351562e+01 1.936669111251831055e+00 1.824736595153808594e+01
3.000000000000000000e+03 4.579613357782363892e-02 2.889849662780761719e+00 1.962924122810363770e+00 5.378213882446289062e+01 9.397463873028755188e-03 3.378409862518310547e+00 3.580590820312500000e+01 3.159229040145874023e+00 1.407280540466308594e+01 4.579613357782363892e-02 2.889849662780761719e+00 1.962924122810363770e+00 5.378213882446289062e+01 9.397463873028755188e-03 3.378409862518310547e+00 3.580590820312500000e+01 3.159229040145874023e+00 1.407280540466308594e+01
4.000000000000000000e+03 1.339751631021499634e-01 3.614725589752197266e+00 1.669385671615600586e+00 4.834252548217773438e+01 1.408246229402720928e-03 3.099125146865844727e+00 3.543527603149414062e+01 5.089099884033203125e+00 1.137118625640869141e+01 1.339751631021499634e-01 3.614725589752197266e+00 1.669385671615600586e+00 4.834252548217773438e+01 1.408246229402720928e-03 3.099125146865844727e+00 3.543527603149414062e+01 5.089099884033203125e+00 1.137118625640869141e+01
5.000000000000000000e+03 4.204305112361907959e-01 3.563162326812744141e+00 1.268796563148498535e+00 4.108552932739257812e+01 1.116281840950250626e-02 2.998569965362548828e+00 3.506554031372070312e+01 7.569440841674804688e+00 8.763742446899414062e+00 4.204305112361907959e-01 3.563162326812744141e+00 1.268796563148498535e+00 4.108552932739257812e+01 1.116281840950250626e-02 2.998569965362548828e+00 3.506554031372070312e+01 7.569440841674804688e+00 8.763742446899414062e+00
6.000000000000000000e+03 1.276895165443420410e+00 3.550838708877563477e+00 8.706110715866088867e-01 3.190994262695312500e+01 7.782599329948425293e-02 2.828749179840087891e+00 3.452924728393554688e+01 1.040245151519775391e+01 6.072008132934570312e+00 1.276895165443420410e+00 3.550838708877563477e+00 8.706110715866088867e-01 3.190994262695312500e+01 7.782599329948425293e-02 2.828749179840087891e+00 3.452924728393554688e+01 1.040245151519775391e+01 6.072008132934570312e+00
7.000000000000000000e+03 2.873430490493774414e+00 3.389761686325073242e+00 5.316403508186340332e-01 2.227007102966308594e+01 1.398771256208419800e-01 2.382359743118286133e+00 3.365955734252929688e+01 1.344917678833007812e+01 3.505481958389282227e+00 2.873430490493774414e+00 3.389761686325073242e+00 5.316403508186340332e-01 2.227007102966308594e+01 1.398771256208419800e-01 2.382359743118286133e+00 3.365955734252929688e+01 1.344917678833007812e+01 3.505481958389282227e+00
8.000000000000000000e+03 4.073577404022216797e+00 3.420110464096069336e+00 2.679619789123535156e-01 1.477709388732910156e+01 2.109302431344985962e-01 1.654289722442626953e+00 3.176698493957519531e+01 1.629054832458496094e+01 2.272102355957031250e+00 4.073577404022216797e+00 3.420110464096069336e+00 2.679619789123535156e-01 1.477709388732910156e+01 2.109302431344985962e-01 1.654289722442626953e+00 3.176698493957519531e+01 1.629054832458496094e+01 2.272102355957031250e+00
9.000000000000000000e+03 5.818238258361816406e-01 2.221471071243286133e+00 3.943325281143188477e-01 1.090232563018798828e+01 7.112664580345153809e-01 3.156085312366485596e-01 9.096795082092285156e+00 6.375494003295898438e+00 1.260868644714355469e+01 5.818238258361816406e-01 2.221471071243286133e+00 3.943325281143188477e-01 1.090232563018798828e+01 7.112664580345153809e-01 3.156085312366485596e-01 9.096795082092285156e+00 6.375494003295898438e+00 1.260868644714355469e+01
