# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.847311496734619141e-01 7.847311496734619141e-01
1.000000000000000000e+03 7.014134526252746582e-02 7.014134526252746582e-02
2.000000000000000000e+03 1.851265877485275269e-02 1.851265877485275269e-02
3.000000000000000000e+03 1.226297859102487564e-02 1.226297859102487564e-02
4.000000000000000000e+03 1.062539592385292053e-02 1.062539592385292053e-02
5.000000000000000000e+03 9.610787965357303619e-03 9.610787965357303619e-03
6.000000000000000000e+03 8.804811164736747742e-03 8.804811164736747742e-03
7.000000000000000000e+03 8.181168697774410248e-03 8.181168697774410248e-03
8.000000000000000000e+03 7.677578367292881012e-03 7.677578367292881012e-03
9.000000000000000000e+03 7.305994629859924316e-03 7.305994629859924316e-03
1.000000000000000000e+04 6.999947130680084229e-03 6.999947130680084229e-03
1.100000000000000000e+04 6.708939559757709503e-03 6.708939559757709503e-03
1.200000000000000000e+04 6.463215686380863190e-03 6.463215686380863190e-03
1.300000000000000000e+04 6.153573747724294662e-03 6.153573747724294662e-03
1.400000000000000000e+04 5.945313256233930588e-03 5.945313256233930588e-03
1.500000000000000000e+04 5.785065237432718277e-03 5.785065237432718277e-03
1.600000000000000000e+04 5.647965241223573685e-03 5.647965241223573685e-03
1.700000000000000000e+04 5.524957086890935898e-03 5.524957086890935898e-03
1.800000000000000000e+04 5.405575502663850784e-03 5.405575502663850784e-03
1.900000000000000000e+04 5.291110370308160782e-03 5.291110370308160782e-03
2.000000000000000000e+04 5.179361905902624130e-03 5.179361905902624130e-03
2.100000000000000000e+04 5.074748303741216660e-03 5.074748303741216660e-03
2.200000000000000000e+04 4.987376742064952850e-03 4.987376742064952850e-03
2.300000000000000000e+04 4.891493823379278183e-03 4.891493823379278183e-03
2.400000000000000000e+04 4.809873178601264954e-03 4.809873178601264954e-03
2.500000000000000000e+04 4.735259804874658585e-03 4.735259804874658585e-03
2.600000000000000000e+04 4.670219495892524719e-03 4.670219495892524719e-03
2.700000000000000000e+04 4.616810940206050873e-03 4.616810940206050873e-03
2.800000000000000000e+04 4.573766607791185379e-03 4.573766607791185379e-03
2.900000000000000000e+04 4.538233857601881027e-03 4.538233857601881027e-03
3.000000000000000000e+04 4.506953526288270950e-03 4.506953526288270950e-03
3.100000000000000000e+04 4.478057380765676498e-03 4.478057380765676498e-03
3.200000000000000000e+04 4.450550768524408340e-03 4.450550768524408340e-03
3.300000000000000000e+04 4.423542879521846771e-03 4.423542879521846771e-03
3.400000000000000000e+04 4.398889839649200439e-03 4.398889839649200439e-03
3.500000000000000000e+04 4.415101371705532074e-03 4.415101371705532074e-03
3.600000000000000000e+04 4.340150859206914902e-03 4.340150859206914902e-03
3.700000000000000000e+04 4.310643766075372696e-03 4.310643766075372696e-03
3.800000000000000000e+04 4.284351598471403122e-03 4.284351598471403122e-03
3.900000000000000000e+04 4.237047396600246429e-03 4.237047396600246429e-03
4.000000000000000000e+04 4.203320015221834183e-03 4.203320015221834183e-03
4.000000000000000000e+04 4.203320015221834183e-03 4.203320015221834183e-03
4.100000000000000000e+04 3.877730923704802990e-04 3.877730923704802990e-04
4.200000000000000000e+04 1.166241709142923355e-04 1.166241709142923355e-04
4.300000000000000000e+04 7.517779886256903410e-05 7.517779886256903410e-05
4.400000000000000000e+04 5.087311001261696219e-05 5.087311001261696219e-05
4.500000000000000000e+04 3.598583862185478210e-05 3.598583862185478210e-05
4.600000000000000000e+04 2.676159056136384606e-05 2.676159056136384606e-05
4.700000000000000000e+04 2.125186074408702552e-05 2.125186074408702552e-05
4.800000000000000000e+04 1.708287891233339906e-05 1.708287891233339906e-05
4.900000000000000000e+04 1.365795924357371405e-05 1.365795924357371405e-05
5.000000000000000000e+04 1.098344546335283667e-05 1.098344546335283667e-05
5.100000000000000000e+04 9.448701348446775228e-06 9.448701348446775228e-06
5.200000000000000000e+04 7.776407073833979666e-06 7.776407073833979666e-06
5.300000000000000000e+04 6.497451067843940109e-06 6.497451067843940109e-06
5.400000000000000000e+04 5.572933787334477529e-06 5.572933787334477529e-06
5.420500000000000000e+04 5.440044787974329665e-06 5.440044787974329665e-06
