# step, loss_train, loss_test, metrics_test
1.000000000000000000e+04 3.946334123611450195e-01 9.276054501533508301e-01 3.237164020538330078e-01 9.820558428764343262e-01 1.205570548772811890e-01 6.928347283974289894e-05 2.751365661621093750e+00 2.617856979370117188e+00 8.418354034423828125e+00 3.946334123611450195e-01 9.276054501533508301e-01 3.237164020538330078e-01 9.820558428764343262e-01 1.205570548772811890e-01 6.928347283974289894e-05 2.751365661621093750e+00 2.617856979370117188e+00 8.418354034423828125e+00
1.100000000000000000e+04 2.364385277032852173e-01 5.006621479988098145e-01 2.407299280166625977e-01 5.144631266593933105e-01 4.455922544002532959e-02 1.415679138153791428e-02 1.521591782569885254e+00 1.506839871406555176e+00 5.416954517364501953e+00 2.364385277032852173e-01 5.006621479988098145e-01 2.407299280166625977e-01 5.144631266593933105e-01 4.455922544002532959e-02 1.415679138153791428e-02 1.521591782569885254e+00 1.506839871406555176e+00 5.416954517364501953e+00
1.200000000000000000e+04 1.458872854709625244e-01 3.450151085853576660e-01 2.279723882675170898e-01 2.872006893157958984e-01 2.045217342674732208e-02 1.986669003963470459e-02 9.848017096519470215e-01 9.759994745254516602e-01 3.168862342834472656e+00 1.458872854709625244e-01 3.450151085853576660e-01 2.279723882675170898e-01 2.872006893157958984e-01 2.045217342674732208e-02 1.986669003963470459e-02 9.848017096519470215e-01 9.759994745254516602e-01 3.168862342834472656e+00
1.300000000000000000e+04 1.145323887467384338e-01 2.086464315652847290e-01 1.645688563585281372e-01 1.716472208499908447e-01 1.008015405386686325e-02 1.925158314406871796e-02 6.241810917854309082e-01 5.940263271331787109e-01 1.586070656776428223e+00 1.145323887467384338e-01 2.086464315652847290e-01 1.645688563585281372e-01 1.716472208499908447e-01 1.008015405386686325e-02 1.925158314406871796e-02 6.241810917854309082e-01 5.940263271331787109e-01 1.586070656776428223e+00
1.400000000000000000e+04 9.273117780685424805e-02 1.457301080226898193e-01 1.075034216046333313e-01 9.108857065439224243e-02 3.094560699537396431e-03 1.712667196989059448e-02 3.687878549098968506e-01 3.323161005973815918e-01 6.787515878677368164e-01 9.273117780685424805e-02 1.457301080226898193e-01 1.075034216046333313e-01 9.108857065439224243e-02 3.094560699537396431e-03 1.712667196989059448e-02 3.687878549098968506e-01 3.323161005973815918e-01 6.787515878677368164e-01
1.500000000000000000e+04 6.095189228653907776e-02 1.043723449110984802e-01 7.809673249721527100e-02 4.444073140621185303e-02 1.430594478733837605e-03 1.020481903105974197e-02 2.154046595096588135e-01 1.927487254142761230e-01 3.030684888362884521e-01 6.095189228653907776e-02 1.043723449110984802e-01 7.809673249721527100e-02 4.444073140621185303e-02 1.430594478733837605e-03 1.020481903105974197e-02 2.154046595096588135e-01 1.927487254142761230e-01 3.030684888362884521e-01
1.600000000000000000e+04 4.255843162536621094e-02 8.223025500774383545e-02 6.247946992516517639e-02 1.877111382782459259e-02 7.198594394139945507e-04 4.631114657968282700e-03 1.198548972606658936e-01 1.113859191536903381e-01 1.556051224470138550e-01 4.255843162536621094e-02 8.223025500774383545e-02 6.247946992516517639e-02 1.877111382782459259e-02 7.198594394139945507e-04 4.631114657968282700e-03 1.198548972606658936e-01 1.113859191536903381e-01 1.556051224470138550e-01
1.700000000000000000e+04 3.285637497901916504e-02 6.709180772304534912e-02 5.365903303027153015e-02 6.609344389289617538e-03 3.368145553395152092e-04 1.658894005231559277e-03 6.186357885599136353e-02 6.115457415580749512e-02 8.495909720659255981e-02 3.285637497901916504e-02 6.709180772304534912e-02 5.365903303027153015e-02 6.609344389289617538e-03 3.368145553395152092e-04 1.658894005231559277e-03 6.186357885599136353e-02 6.115457415580749512e-02 8.495909720659255981e-02
1.800000000000000000e+04 3.024192526936531067e-02 5.728172510862350464e-02 4.817392304539680481e-02 2.099537756294012070e-03 1.881870412034913898e-04 3.069820813834667206e-04 3.235362842679023743e-02 3.596931323409080505e-02 5.067660659551620483e-02 3.024192526936531067e-02 5.728172510862350464e-02 4.817392304539680481e-02 2.099537756294012070e-03 1.881870412034913898e-04 3.069820813834667206e-04 3.235362842679023743e-02 3.596931323409080505e-02 5.067660659551620483e-02
1.900000000000000000e+04 2.801457792520523071e-02 4.956416413187980652e-02 4.271122068166732788e-02 6.150312838144600391e-04 2.100605343002825975e-04 2.391642192378640175e-05 1.841926760971546173e-02 2.228402532637119293e-02 3.230395168066024780e-02 2.801457792520523071e-02 4.956416413187980652e-02 4.271122068166732788e-02 6.150312838144600391e-04 2.100605343002825975e-04 2.391642192378640175e-05 1.841926760971546173e-02 2.228402532637119293e-02 3.230395168066024780e-02
2.000000000000000000e+04 3.166947886347770691e-02 4.376682639122009277e-02 4.658835381269454956e-02 9.132274863077327609e-05 3.079017915297299623e-04 1.730499570840038359e-05 1.190387737005949020e-02 1.472152583301067352e-02 2.206763438880443573e-02 3.166947886347770691e-02 4.376682639122009277e-02 4.658835381269454956e-02 9.132274863077327609e-05 3.079017915297299623e-04 1.730499570840038359e-05 1.190387737005949020e-02 1.472152583301067352e-02 2.206763438880443573e-02
2.000000000000000000e+04 3.166947886347770691e-02 4.376682639122009277e-02 4.658835381269454956e-02 9.132274863077327609e-05 3.079017915297299623e-04 1.730499570840038359e-05 1.190387737005949020e-02 1.472152583301067352e-02 2.206763438880443573e-02 3.166947886347770691e-02 4.376682639122009277e-02 4.658835381269454956e-02 9.132274863077327609e-05 3.079017915297299623e-04 1.730499570840038359e-05 1.190387737005949020e-02 1.472152583301067352e-02 2.206763438880443573e-02
2.002100000000000000e+04 1.049527587890625000e+02 2.693635368347167969e+01 1.900118865966796875e+02 1.780726714059710503e-03 2.199195139110088348e-02 9.779292158782482147e-03 1.172496005892753601e-01 1.711548328399658203e+00 8.517257571220397949e-01 1.049527587890625000e+02 2.693635368347167969e+01 1.900118865966796875e+02 1.780726714059710503e-03 2.199195139110088348e-02 9.779292158782482147e-03 1.172496005892753601e-01 1.711548328399658203e+00 8.517257571220397949e-01
